feature_id,family,feature_name,formula,inputs,lookback,frequency,available_at,causal_lag,normalization,missing_data_rule,warmup,point_in_time_requirement,canonical_hash_basis,research_source_ids,candidate_strategy_ids,risk_notes
V2FEAT0011,gap_body_interaction,Gap/body agreement and rejection — GAP_REJECT_BODY_5,x_s = (r_on_s + r_id_s) if sign(r_on_s)=sign(r_id_s) and both nonzero else 0; y_s = r_id_s if sign(r_on_s) != sign(r_id_s) and both nonzero else 0; score_t = SUM_{s=t-4..t}(y_s),"[""V2DS001"", ""V2DS002"", ""V2DS003""]",6,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,6,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,5b43daadb0f779d3ef18b97ecc002195b611a92e8db457909353ad9ccffb6071,"[""SRC0250"", ""SRC0251""]","[""V2STRAT0011""]","Most apparent rejection may occur before the close, leaving little next-open predictability."
V2FEAT0012,gap_body_interaction,Gap/body agreement and rejection — GAP_REJECT_BODY_20,x_s = (r_on_s + r_id_s) if sign(r_on_s)=sign(r_id_s) and both nonzero else 0; y_s = r_id_s if sign(r_on_s) != sign(r_id_s) and both nonzero else 0; score_t = SUM_{s=t-19..t}(y_s),"[""V2DS001"", ""V2DS002"", ""V2DS003""]",21,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,21,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,6721e7a0e1b9c45503e7e8a47e8db37a15ed82be345b3968479148517a8945e4,"[""SRC0250"", ""SRC0251""]","[""V2STRAT0012""]","Most apparent rejection may occur before the close, leaving little next-open predictability."
V2FEAT0013,close_location_pressure,Close-location pressure — CLV_MEAN_1,"clv_s = (2*P_s-H_s-L_s)/(H_s-L_s), with clv_s=0 when H_s=L_s; score_t = MEAN(clv_s, s=t-0..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",2,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,2,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,c99c843137c508522a88979198cf75941ebf54b9241dde0e6d556c1d42c8cc11,"[""SRC0254""]","[""V2STRAT0013""]",Closing-auction effects and price discreteness can dominate; the statistic may be mostly contemporaneous.
V2FEAT0014,close_location_pressure,Close-location pressure — CLV_MEAN_3,"clv_s = (2*P_s-H_s-L_s)/(H_s-L_s), with clv_s=0 when H_s=L_s; score_t = MEAN(clv_s, s=t-2..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",4,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,4,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,a0908ab9f3b0a6b37bad3eeaa8229205818b5f20b0ad74ba98c908ef904adea7,"[""SRC0254""]","[""V2STRAT0014""]",Closing-auction effects and price discreteness can dominate; the statistic may be mostly contemporaneous.
V2FEAT0015,close_location_pressure,Close-location pressure — CLV_MEAN_5,"clv_s = (2*P_s-H_s-L_s)/(H_s-L_s), with clv_s=0 when H_s=L_s; score_t = MEAN(clv_s, s=t-4..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",6,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,6,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,4aeacae9be7fde4e9f5469bcf747a0cf5363dbbf04afed781023399f580d001a,"[""SRC0254""]","[""V2STRAT0015""]",Closing-auction effects and price discreteness can dominate; the statistic may be mostly contemporaneous.
V2FEAT0016,close_location_pressure,Close-location pressure — CLV_MEAN_10,"clv_s = (2*P_s-H_s-L_s)/(H_s-L_s), with clv_s=0 when H_s=L_s; score_t = MEAN(clv_s, s=t-9..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",11,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,11,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,7b99059af7e0eefb38826fef7b4247b393b910ca1a38f78e496ee0c8e2379f7b,"[""SRC0254""]","[""V2STRAT0016""]",Closing-auction effects and price discreteness can dominate; the statistic may be mostly contemporaneous.
V2FEAT0017,close_location_pressure,Close-location pressure — CLV_MEAN_20,"clv_s = (2*P_s-H_s-L_s)/(H_s-L_s), with clv_s=0 when H_s=L_s; score_t = MEAN(clv_s, s=t-19..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",21,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,21,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,04305335be77c0c95ec1a8927295e417f7c28e25c453a65ccf5ebbd859aeb08c,"[""SRC0254""]","[""V2STRAT0017""]",Closing-auction effects and price discreteness can dominate; the statistic may be mostly contemporaneous.
V2FEAT0018,close_location_pressure,Close-location pressure — CLV_MEAN_63,"clv_s = (2*P_s-H_s-L_s)/(H_s-L_s), with clv_s=0 when H_s=L_s; score_t = MEAN(clv_s, s=t-62..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,a85a43db452639b726d71dc08920fe7725dc5347f8517710ecff9d7ff5a60124,"[""SRC0254""]","[""V2STRAT0018""]",Closing-auction effects and price discreteness can dominate; the statistic may be mostly contemporaneous.
V2FEAT0019,range_body_pressure,Intraday body pressure — BODY_RANGE_1,"body_s = (P_s-O_s)/(H_s-L_s), with body_s=0 when H_s=L_s; score_t = MEAN(body_s, s=t-0..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",2,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,2,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,187f527a33362d19e9d5d6dfa56208d8f007d8c655983595324874b45b47cd82,"[""SRC0250"", ""SRC0254""]","[""V2STRAT0019""]",The body is part of the already observed daily return and may add no predictive information.
V2FEAT0020,range_body_pressure,Intraday body pressure — BODY_RANGE_3,"body_s = (P_s-O_s)/(H_s-L_s), with body_s=0 when H_s=L_s; score_t = MEAN(body_s, s=t-2..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",4,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,4,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,21ee76868b7fb38fea7b40095dc60ba491810d680f620c63c03e2d0ccbaab9eb,"[""SRC0250"", ""SRC0254""]","[""V2STRAT0020""]",The body is part of the already observed daily return and may add no predictive information.
V2FEAT0021,range_body_pressure,Intraday body pressure — BODY_RANGE_5,"body_s = (P_s-O_s)/(H_s-L_s), with body_s=0 when H_s=L_s; score_t = MEAN(body_s, s=t-4..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",6,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,6,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,243899ba8adba0cb0939f07409089d45d9eed00431886a7408cf754f6755ef9e,"[""SRC0250"", ""SRC0254""]","[""V2STRAT0021""]",The body is part of the already observed daily return and may add no predictive information.
V2FEAT0022,range_body_pressure,Intraday body pressure — BODY_RANGE_10,"body_s = (P_s-O_s)/(H_s-L_s), with body_s=0 when H_s=L_s; score_t = MEAN(body_s, s=t-9..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",11,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,11,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,2507df5c2091065fd14725b04bdbca1c3c10dd58cf61d8119992bb6777aa1275,"[""SRC0250"", ""SRC0254""]","[""V2STRAT0022""]",The body is part of the already observed daily return and may add no predictive information.
V2FEAT0023,range_body_pressure,Intraday body pressure — BODY_RANGE_20,"body_s = (P_s-O_s)/(H_s-L_s), with body_s=0 when H_s=L_s; score_t = MEAN(body_s, s=t-19..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",21,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,21,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,cf5621fa05e072fb0dcdafa7545a60e0996a19ebc23ef3a8dbec076b98c04b39,"[""SRC0250"", ""SRC0254""]","[""V2STRAT0023""]",The body is part of the already observed daily return and may add no predictive information.
V2FEAT0024,range_body_pressure,Intraday body pressure — BODY_RANGE_63,"body_s = (P_s-O_s)/(H_s-L_s), with body_s=0 when H_s=L_s; score_t = MEAN(body_s, s=t-62..t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,d0b9bcb17272330ae6f23aa7b2d7e10a89741ca1343b0bff070a6cfabbb4b801,"[""SRC0250"", ""SRC0254""]","[""V2STRAT0024""]",The body is part of the already observed daily return and may add no predictive information.
V2FEAT0025,range_volatility_ratio,Range-volatility conditioned direction — PARK_RATIO_5_20,"pk_s = ln(H_s/L_s)^2/(4*ln(2)); rv_short_t=MEAN(pk,5); rv_long_t=MEAN(pk,20); trend_t=ln(P_t/P_(t-20)); score_t = sign(trend_t)*(rv_long_t-rv_short_t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",21,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,21,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,b25a8c31e8fab05ebeeb3c4918d83c220542883c4363b8d04e7d59d89a1288d0,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0025""]","The directional mapping is an explicit hypothesis, not a result established by the volatility-estimation papers."
V2FEAT0026,range_volatility_ratio,Range-volatility conditioned direction — PARK_RATIO_10_40,"pk_s = ln(H_s/L_s)^2/(4*ln(2)); rv_short_t=MEAN(pk,10); rv_long_t=MEAN(pk,40); trend_t=ln(P_t/P_(t-40)); score_t = sign(trend_t)*(rv_long_t-rv_short_t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",41,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,41,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,36603bd2caf74a3ed8968e4bc514e4d9dbafc999c6ac48387fd535dcb0c45bf5,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0026""]","The directional mapping is an explicit hypothesis, not a result established by the volatility-estimation papers."
V2FEAT0027,range_volatility_ratio,Range-volatility conditioned direction — PARK_RATIO_20_63,"pk_s = ln(H_s/L_s)^2/(4*ln(2)); rv_short_t=MEAN(pk,20); rv_long_t=MEAN(pk,63); trend_t=ln(P_t/P_(t-63)); score_t = sign(trend_t)*(rv_long_t-rv_short_t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,81b307dc62a75fdcefc42b055769b0c360677ac064001fc5b4a2317483c0f2d8,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0027""]","The directional mapping is an explicit hypothesis, not a result established by the volatility-estimation papers."
V2FEAT0028,range_volatility_ratio,Range-volatility conditioned direction — PARK_RATIO_20_126,"pk_s = ln(H_s/L_s)^2/(4*ln(2)); rv_short_t=MEAN(pk,20); rv_long_t=MEAN(pk,126); trend_t=ln(P_t/P_(t-126)); score_t = sign(trend_t)*(rv_long_t-rv_short_t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",127,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,127,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,2041c825c8d8cfc2908534ca56f0db3a162eebed3feb7745475bada83715a5a9,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0028""]","The directional mapping is an explicit hypothesis, not a result established by the volatility-estimation papers."
V2FEAT0029,range_volatility_ratio,Range-volatility conditioned direction — PARK_RATIO_63_252,"pk_s = ln(H_s/L_s)^2/(4*ln(2)); rv_short_t=MEAN(pk,63); rv_long_t=MEAN(pk,252); trend_t=ln(P_t/P_(t-252)); score_t = sign(trend_t)*(rv_long_t-rv_short_t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",253,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,253,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,8c56bce84b207703f61d2a7181ba27c0684c049b39b8641013af5db5cb187bf9,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0029""]","The directional mapping is an explicit hypothesis, not a result established by the volatility-estimation papers."
V2FEAT0030,range_volatility_ratio,Range-volatility conditioned direction — PARK_RATIO_126_504,"pk_s = ln(H_s/L_s)^2/(4*ln(2)); rv_short_t=MEAN(pk,126); rv_long_t=MEAN(pk,504); trend_t=ln(P_t/P_(t-504)); score_t = sign(trend_t)*(rv_long_t-rv_short_t)","[""V2DS001"", ""V2DS002"", ""V2DS003""]",505,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,505,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,cb80f60859cea22c5106716962ad62556f850739bb577013c2107cca8a3dbbda,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0030""]","The directional mapping is an explicit hypothesis, not a result established by the volatility-estimation papers."
V2FEAT0031,semivariance_balance,Daily signed semivariance balance — SEMIVAR_BAL_5,"up_t=SUM(r_s^2*I[r_s>0], s=t-4..t); down_t=SUM(r_s^2*I[r_s<0], same window); score_t=up_t-down_t","[""V2DS001"", ""V2DS003""]",6,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,6,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,535cc8dedfe76ffea0b19e221f961dc67861cf4fbd4905dcbd49194cf105fbde,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0031""]",Daily semivariance is a coarse proxy for a high-frequency concept; high downside variation can imply either continuation or rebound.
V2FEAT0032,semivariance_balance,Daily signed semivariance balance — SEMIVAR_BAL_10,"up_t=SUM(r_s^2*I[r_s>0], s=t-9..t); down_t=SUM(r_s^2*I[r_s<0], same window); score_t=up_t-down_t","[""V2DS001"", ""V2DS003""]",11,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,11,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,c2b024b2974d54d147e115d5d2c0857a5e4f0305e53a227374e4137902e749b9,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0032""]",Daily semivariance is a coarse proxy for a high-frequency concept; high downside variation can imply either continuation or rebound.
V2FEAT0033,semivariance_balance,Daily signed semivariance balance — SEMIVAR_BAL_20,"up_t=SUM(r_s^2*I[r_s>0], s=t-19..t); down_t=SUM(r_s^2*I[r_s<0], same window); score_t=up_t-down_t","[""V2DS001"", ""V2DS003""]",21,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,21,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,e90f10eb218b51310faa332b2df5ecf14db96d57ba1bf1d7b1cce2b75714af8c,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0033""]",Daily semivariance is a coarse proxy for a high-frequency concept; high downside variation can imply either continuation or rebound.
V2FEAT0034,semivariance_balance,Daily signed semivariance balance — SEMIVAR_BAL_40,"up_t=SUM(r_s^2*I[r_s>0], s=t-39..t); down_t=SUM(r_s^2*I[r_s<0], same window); score_t=up_t-down_t","[""V2DS001"", ""V2DS003""]",41,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,41,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,b8ba1f2b7cf74e7b786e40fae1bf8ef160469d9a83176a00761264bbe9f141c6,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0034""]",Daily semivariance is a coarse proxy for a high-frequency concept; high downside variation can imply either continuation or rebound.
V2FEAT0035,semivariance_balance,Daily signed semivariance balance — SEMIVAR_BAL_63,"up_t=SUM(r_s^2*I[r_s>0], s=t-62..t); down_t=SUM(r_s^2*I[r_s<0], same window); score_t=up_t-down_t","[""V2DS001"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,5d38fd647e0d770a4345971195a7fcbdf6a0ed11cc73113de8c2650ea8c30551,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0035""]",Daily semivariance is a coarse proxy for a high-frequency concept; high downside variation can imply either continuation or rebound.
V2FEAT0036,semivariance_balance,Daily signed semivariance balance — SEMIVAR_BAL_126,"up_t=SUM(r_s^2*I[r_s>0], s=t-125..t); down_t=SUM(r_s^2*I[r_s<0], same window); score_t=up_t-down_t","[""V2DS001"", ""V2DS003""]",127,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,127,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,b9a8ae29edaa6d710c5b4ebed3f65401b3c7599811350e57e8386bd10e4d5409,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0036""]",Daily semivariance is a coarse proxy for a high-frequency concept; high downside variation can imply either continuation or rebound.
V2FEAT0037,skewness_state,Rolling return skewness state — SKEW_CONT_20,"g_t = unbiased_sample_skew(r_s, s=t-19..t); score_t = g_t","[""V2DS001"", ""V2DS003""]",21,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,21,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,61f59e95db7f5bdbdf424cbc723ab51b8d208ef1fdd64dd0c77f5f278ba6bf95,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0037""]",Skew is noisy in small windows and strongly influenced by one observation.
V2FEAT0038,skewness_state,Rolling return skewness state — SKEW_CONT_63,"g_t = unbiased_sample_skew(r_s, s=t-62..t); score_t = g_t","[""V2DS001"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,dcc20dc36fb686c3b0cd029fb2ad94ed1180ea98d59262e69635040a8605d9c0,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0038""]",Skew is noisy in small windows and strongly influenced by one observation.
