feature_id,family,feature_name,formula,inputs,lookback,frequency,available_at,causal_lag,normalization,missing_data_rule,warmup,point_in_time_requirement,canonical_hash_basis,research_source_ids,candidate_strategy_ids,risk_notes
FEAT0011,time_series_momentum,Own-return time-series momentum — RET_252,score_t = TR_CLOSE_t / TR_CLOSE[t-252] - 1,"[""DS002"", ""DS001""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",b1906002c9bf9c08b5654022f7a37dcb47f73f0a596b6e142f945821034a39e6,"[""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0011""]",momentum crashes; horizon instability
FEAT0012,time_series_momentum,Own-return time-series momentum — RET_378,score_t = TR_CLOSE_t / TR_CLOSE[t-378] - 1,"[""DS002"", ""DS001""]",379,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",379,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",c83e433e2e3eb880ec89c2b580bd081b5e4c035608c92db7d3f769b3159ee746,"[""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0012""]",momentum crashes; horizon instability
FEAT0013,short_horizon_reversal,Short-horizon return reversal — REV_1,lag_return_t = TR_CLOSE_t / TR_CLOSE[t-1] - 1 ; score_t = -lag_return_t,"[""DS002"", ""DS001""]",2,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",2,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",eea7364bb010da3f0835e360fe1051b3760a57386da86bf394fe2e4f28e3addb,"[""SRC0037"", ""SRC0038"", ""SRC0039""]","[""STRAT0013""]",overnight correction before next open; high turnover
FEAT0014,short_horizon_reversal,Short-horizon return reversal — REV_2,lag_return_t = TR_CLOSE_t / TR_CLOSE[t-2] - 1 ; score_t = -lag_return_t,"[""DS002"", ""DS001""]",3,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",3,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",3f3056d736355c94a72ed399e5b1c89dd6d76acb4ffd12234f9dd90162aaa8d7,"[""SRC0037"", ""SRC0038"", ""SRC0039""]","[""STRAT0014""]",overnight correction before next open; high turnover
FEAT0015,short_horizon_reversal,Short-horizon return reversal — REV_3,lag_return_t = TR_CLOSE_t / TR_CLOSE[t-3] - 1 ; score_t = -lag_return_t,"[""DS002"", ""DS001""]",4,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",4,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",62ff5584b23e7d625a5fd083b7f3faca7bc2fa5bb6d458e80ac87967afce516d,"[""SRC0037"", ""SRC0038"", ""SRC0039""]","[""STRAT0015""]",overnight correction before next open; high turnover
FEAT0016,short_horizon_reversal,Short-horizon return reversal — REV_5,lag_return_t = TR_CLOSE_t / TR_CLOSE[t-5] - 1 ; score_t = -lag_return_t,"[""DS002"", ""DS001""]",6,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",6,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",0a841a0a1375d0988d33607070febb5ef618c5b9c5d4d4c00554279b7f9b4f33,"[""SRC0037"", ""SRC0038"", ""SRC0039""]","[""STRAT0016""]",overnight correction before next open; high turnover
FEAT0017,short_horizon_reversal,Short-horizon return reversal — REV_10,lag_return_t = TR_CLOSE_t / TR_CLOSE[t-10] - 1 ; score_t = -lag_return_t,"[""DS002"", ""DS001""]",11,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",11,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",d99f891dcb9c05e472567afd60ee8a4eca15df569cc146de68742be55e6722bf,"[""SRC0037"", ""SRC0038"", ""SRC0039""]","[""STRAT0017""]",overnight correction before next open; high turnover
FEAT0018,short_horizon_reversal,Short-horizon return reversal — REV_20,lag_return_t = TR_CLOSE_t / TR_CLOSE[t-20] - 1 ; score_t = -lag_return_t,"[""DS002"", ""DS001""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",679caaef9f87c4a96fec35f7cf901ca0391bc9879abe51ce135072352d9ccd85,"[""SRC0037"", ""SRC0038"", ""SRC0039""]","[""STRAT0018""]",overnight correction before next open; high turnover
FEAT0019,vix_term_structure,VIX term-structure risk state — VIX_VIX3M_100,"raw_ratio_t = VIX/VIX3M ; ratio_t = mean(raw_ratio, 1)","[""DS002"", ""DS001"", ""DS004"", ""DS009""]",2,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",2,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",4738cf058db0186bfe891704563a9f11c71344324a032c1bea0d3acd2b7f9c92,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0019""]",short history; backfilled dissemination; crisis whipsaw
FEAT0020,vix_term_structure,VIX term-structure risk state — VIX_VIX3M_095,"raw_ratio_t = VIX/VIX3M ; ratio_t = mean(raw_ratio, 1)","[""DS002"", ""DS001"", ""DS004"", ""DS009""]",2,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",2,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",8f920ef7592ee4987224824ca50c1b6959c420688b7eadcd42099ccf804cb02e,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0020""]",short history; backfilled dissemination; crisis whipsaw
FEAT0021,vix_term_structure,VIX term-structure risk state — VIX_VIX3M_105,"raw_ratio_t = VIX/VIX3M ; ratio_t = mean(raw_ratio, 1)","[""DS002"", ""DS001"", ""DS004"", ""DS009""]",2,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",2,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",350c00eeca7f184d4cd5ddaf56ba4e39beb604fcbab52cabb833734970b14127,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0021""]",short history; backfilled dissemination; crisis whipsaw
FEAT0022,vix_term_structure,VIX term-structure risk state — VIX_VIX3M_MA5,"raw_ratio_t = VIX/VIX3M ; ratio_t = mean(raw_ratio, 5)","[""DS002"", ""DS001"", ""DS004"", ""DS009""]",5,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",5,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",440c10ce7dbea3a37afc136abce0b04524a5f33b108c131d876ea5d8448d7c0e,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0022""]",short history; backfilled dissemination; crisis whipsaw
FEAT0023,vix_term_structure,VIX term-structure risk state — VX1_VX2_100,"raw_ratio_t = VX1/VX2 ; ratio_t = mean(raw_ratio, 1)","[""DS002"", ""DS001"", ""DS004"", ""DS011""]",2,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",2,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",a05af9628a7e4fb0aaca689a422e5029747c5736dc4cb9409c06565f9077caa5,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0023""]",short history; backfilled dissemination; crisis whipsaw
FEAT0024,vix_term_structure,VIX term-structure risk state — VX1_VX2_MA5,"raw_ratio_t = VX1/VX2 ; ratio_t = mean(raw_ratio, 5)","[""DS002"", ""DS001"", ""DS004"", ""DS011""]",5,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",5,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",94444f08dc5f1d9f84cdbc29562f52755d3912d4abd4579e31470ff48686cf59,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0024""]",short history; backfilled dissemination; crisis whipsaw
FEAT0025,simple_rule_ensemble,Fixed equal-weight simple-rule ensemble — CORE_3,"component_strategy_ids = ['STRAT0004', 'STRAT0011', 'STRAT0019'] ; component_votes_t = exact frozen +1/-1 output of each referenced strategy at t; no refit and no substituted alias ; score_t = sum(component_votes_t) with equal weights","[""DS002"", ""DS001"", ""DS004"", ""DS009""]",378,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",378,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",26d8f1f4b318a795d227913b88239237bcddb366b8f463e98c7440f19e68046e,"[""SRC0117"", ""SRC0119"", ""SRC0120"", ""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0025""]",correlated votes; hidden effective multiplicity
FEAT0026,simple_rule_ensemble,Fixed equal-weight simple-rule ensemble — CORE_5,"component_strategy_ids = ['STRAT0004', 'STRAT0011', 'STRAT0016', 'STRAT0019', 'STRAT0086'] ; component_votes_t = exact frozen +1/-1 output of each referenced strategy at t; no refit and no substituted alias ; score_t = sum(component_votes_t) with equal weights","[""DS002"", ""DS001"", ""DS004"", ""DS009"", ""DS024""]",378,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",378,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",0ab7874e4af87fecb80e291a3b54b3a5dc368ea1e845c3d7a1821a060555ee72,"[""SRC0117"", ""SRC0119"", ""SRC0120"", ""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0026""]",correlated votes; hidden effective multiplicity
FEAT0027,simple_rule_ensemble,Fixed equal-weight simple-rule ensemble — TREND_MACRO,"component_strategy_ids = ['STRAT0004', 'STRAT0046', 'STRAT0079', 'STRAT0086'] ; component_votes_t = exact frozen +1/-1 output of each referenced strategy at t; no refit and no substituted alias ; score_t = sum(component_votes_t) with equal weights","[""DS002"", ""DS001"", ""DS024"", ""DS016"", ""DS018""]",378,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",378,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",41f23f47a4842cf9e6dfe9e9599bd7af3bc2e2241bbbc3abd47a8b290a0eb193,"[""SRC0117"", ""SRC0119"", ""SRC0120"", ""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0027""]",correlated votes; hidden effective multiplicity
FEAT0028,simple_rule_ensemble,Fixed equal-weight simple-rule ensemble — TREND_VOL,"component_strategy_ids = ['STRAT0004', 'STRAT0009', 'STRAT0068', 'STRAT0019', 'STRAT0055'] ; component_votes_t = exact frozen +1/-1 output of each referenced strategy at t; no refit and no substituted alias ; score_t = sum(component_votes_t) with equal weights","[""DS002"", ""DS001"", ""DS004"", ""DS009""]",378,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",378,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",2fb7c2405682f8bad8b2c2b2d6b4053955b0675be45341a9cb9fa83a180e5467,"[""SRC0117"", ""SRC0119"", ""SRC0120"", ""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0028""]",correlated votes; hidden effective multiplicity
FEAT0029,simple_rule_ensemble,Fixed equal-weight simple-rule ensemble — DIVERSE_7,"component_strategy_ids = ['STRAT0004', 'STRAT0011', 'STRAT0016', 'STRAT0019', 'STRAT0079', 'STRAT0086', 'STRAT0144'] ; component_votes_t = exact frozen +1/-1 output of each referenced strategy at t; no refit and no substituted alias ; score_t = sum(component_votes_t) with equal weights","[""DS002"", ""DS001"", ""DS004"", ""DS009"", ""DS024"", ""DS016"", ""DS018""]",378,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",378,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",bdee6bea441e76f8b293a612dd4c4e1c5453ebeb65f39ec26960dac0444af1bb,"[""SRC0117"", ""SRC0119"", ""SRC0120"", ""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0029""]",correlated votes; hidden effective multiplicity
FEAT0030,simple_rule_ensemble,Fixed equal-weight simple-rule ensemble — DIVERSE_9,"component_strategy_ids = ['STRAT0004', 'STRAT0041', 'STRAT0046', 'STRAT0011', 'STRAT0016', 'STRAT0019', 'STRAT0079', 'STRAT0086', 'STRAT0120'] ; component_votes_t = exact frozen +1/-1 output of each referenced strategy at t; no refit and no substituted alias ; score_t = sum(component_votes_t) with equal weights","[""DS002"", ""DS001"", ""DS004"", ""DS009"", ""DS024"", ""DS016"", ""DS018"", ""DS023"", ""DS050"", ""DS052"", ""DS051"", ""DS017""]",378,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",378,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",2a3c599cdb7526947dfd536cc3600e337d10c3b913b3fb1061e49f3fdfa7bb39,"[""SRC0117"", ""SRC0119"", ""SRC0120"", ""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0030""]",correlated votes; hidden effective multiplicity
FEAT0031,trend_ensemble,Multi-horizon trend vote — VOTE_21_63_126,"vote_h_t = sign(TR_CLOSE_t / TR_CLOSE[t-h] - 1) for h in [21, 63, 126] ; score_t = sum(vote_h_t)","[""DS002"", ""DS001""]",127,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",127,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",ce4b12dea56a1d00a2b41c3e8ab7cddfd24ba7468d5fe7f8b73cf50782282fbe,"[""SRC0001"", ""SRC0002"", ""SRC0003"", ""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0031""]",correlated horizons; rebound losses
FEAT0032,trend_ensemble,Multi-horizon trend vote — VOTE_63_126_252,"vote_h_t = sign(TR_CLOSE_t / TR_CLOSE[t-h] - 1) for h in [63, 126, 252] ; score_t = sum(vote_h_t)","[""DS002"", ""DS001""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",b792b81d778f76bbc6ad3974d53bd127ec9215c283262320f4886fdec1294663,"[""SRC0001"", ""SRC0002"", ""SRC0003"", ""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0032""]",correlated horizons; rebound losses
FEAT0033,trend_ensemble,Multi-horizon trend vote — VOTE_21_63_126_252,"vote_h_t = sign(TR_CLOSE_t / TR_CLOSE[t-h] - 1) for h in [21, 63, 126, 252] ; score_t = sum(vote_h_t)","[""DS002"", ""DS001""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",c6b3c87f451a71b3f7f8a9590e285b93624ffd6579d5ea2dadb1f19e7dde257c,"[""SRC0001"", ""SRC0002"", ""SRC0003"", ""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0033""]",correlated horizons; rebound losses
