task_id,task_definition_digest,title,gate,priority,owner_role,dependencies,required_approver_roles,approval_policy_digest,required_evidence_classification,exact_inputs,entry_conditions,exact_outputs,acceptance_criteria,activation_condition,alternative_completion,cancel_condition,rollback,rollback_trigger,repository_id,planned_files,acceptance_command,expected_result,merge_dependency,estimated_work_hours,estimated_elapsed_hours,external_lead_time_hours,planning_state,planning_blocker_code_or_null,planned_start_utc,due_at_utc,latest_start_utc,schedule_owner_role,required_participant_role_ids,required_participant_actor_ids,participant_availability_manifest_digest,participant_max_concurrent_tasks_by_actor,review_lead_time_hours,provider_or_hiring_lead_time_hours,budget_currency,estimated_cost_entries_by_domain
PREV7-0010,sha256:82d76ebd80d95ab0a624cc80f226915513b9d2b22f82b6a7dd30bb9590e16af9,"Monofunction readiness-state-controller App, protected CAS/WORM event publisher, recovery/rollback proof and bootstrap-event reconciliation",G0,P0,Source App manager,"[""PREV7-0006"",""PREV7-0009""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Monofunction readiness-state-controller App, protected CAS/WORM event publisher, recovery/rollback proof and bootstrap-event reconciliation",,,,,,,trading-optimizer-lab-org/aurora,[],,"Monofunction readiness-state-controller App, protected CAS/WORM event publisher, recovery/rollback proof and bootstrap-event reconciliation",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,source_app_manager,"[""source_app_manager""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0011,sha256:33c4490ebd828c44d9da7f23d441dceff04bb32d1a38ce8fd21741bb5ffb39a5,"Conditional bootstrap no-go closer for partial G0 resources, evidence and costs; cancelled on normal progress only in the atomic `G0_READY_EXCEPT_0011 -> G0_GREEN` transaction",G0,P0,Repository owner,"[""PREV7-0000""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Conditional bootstrap no-go closer for partial G0 resources, evidence and costs; cancelled on normal progress only in the atomic `G0_READY_EXCEPT_0011 -> G0_GREEN` transaction",,,,,,,trading-optimizer-lab-org/aurora,[],,"Conditional bootstrap no-go closer for partial G0 resources, evidence and costs; cancelled on normal progress only in the atomic `G0_READY_EXCEPT_0011 -> G0_GREEN` transaction",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0012,sha256:7fbd5d2f2c499be01fc331ceb1b6b985fcd92238fc40e39dbca70f77b87601d9,Verified GitHub V6 preservation lease and expiry monitor; no external escrow or separate custodian is required,G0,P0,Repository owner,"[""PREV7-0000""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Verified GitHub V6 preservation lease and expiry monitor; no external escrow or separate custodian is required,,,,,,,trading-optimizer-lab-org/aurora,[],,Verified GitHub V6 preservation lease and expiry monitor; no external escrow or separate custodian is required,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0101,sha256:8f50d87c2ac6ad2291b00cf580770d62e0e847c8ededd583728a5766c33eae20,Unified V7 target recorded only after bootstrap genesis exists,G1A,P0,Repository owner,"[""PREV7-0000""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Unified V7 target recorded only after bootstrap genesis exists,,,,,,,trading-optimizer-lab-org/aurora,[],,Unified V7 target recorded only after bootstrap genesis exists,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0102,sha256:9d3cc4b74d4f73f82b917e4babc625a6c4b14e009d9ebf8d498413f205ad890d,V7 identity and exclusions ADR,G1A,P0,Implementer,"[""PREV7-0101""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,V7 identity and exclusions ADR,,,,,,,trading-optimizer-lab-org/aurora,[],,V7 identity and exclusions ADR,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0103,sha256:3e882b7c5340367b9155010e9b3d7bf747d9093414c60de35def6d1d1a108212,Scope and non-goals approval,G1A,P1,Repository owner,"[""PREV7-0102""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Scope and non-goals approval,,,,,,,trading-optimizer-lab-org/aurora,[],,Scope and non-goals approval,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0201,sha256:5ca7f0013cb0232dc7b2ee728f4fd730efaa0432f2e491483bfecdc8c6162150,"Owner-controlled responsibility registry mapping legacy capability labels to the owner or automation; no vacancies, incompatibility separation or additional people required",G1B,P0,Repository owner,"[""PREV7-0001"",""PREV7-0009""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Owner-controlled responsibility registry mapping legacy capability labels to the owner or automation; no vacancies, incompatibility separation or additional people required",,,,,,,trading-optimizer-lab-org/aurora,[],,"Owner-controlled responsibility registry mapping legacy capability labels to the owner or automation; no vacancies, incompatibility separation or additional people required",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0202,sha256:adb7ade7352d4759560529d5a8bddaa2b7bca8474dfe8ce199d1b01525ba418e,Stage-one main protection; stage two pending reviewer,G3A,P1,Repository owner,"[""PREV7-0001""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Stage-one main protection; stage two pending reviewer,,,,,,,trading-optimizer-lab-org/aurora,[],,Stage-one main protection; stage two pending reviewer,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0203,sha256:c3b5cee6d70c73d94dff90841403e481231f8f96490c3a827bca24d829bdc349,CODEOWNERS with the repository owner,G3B,P1,Repository owner,"[""PREV7-0201""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,CODEOWNERS with the repository owner,,,,,,,trading-optimizer-lab-org/aurora,[],,CODEOWNERS with the repository owner,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0204,sha256:28f8965265d46df1180ec90174652678849d09619f800be6bf7f2e1336da6055,"Production source-App definitions, keys, negative-permission evidence and exact installation-request manifests, plus only the keyless proposed definition/repository-class request for destination-owned `gtbi-dependency-extract`; no destination key creation, repository creation or installation authorization",G3A,P1,Source App manager,"[""PREV7-0007"",""PREV7-0201""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Production source-App definitions, keys, negative-permission evidence and exact installation-request manifests, plus only the keyless proposed definition/repository-class request for destination-owned `gtbi-dependency-extract`; no destination key creation, repository creation or installation authorization",,,,,,,trading-optimizer-lab-org/aurora,[],,"Production source-App definitions, keys, negative-permission evidence and exact installation-request manifests, plus only the keyless proposed definition/repository-class request for destination-owned `gtbi-dependency-extract`; no destination key creation, repository creation or installation authorization",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,source_app_manager,"[""source_app_manager""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0205,sha256:6db5bd95b956b8101e20426521ecf9ee3d833c6ffeb772ddb6a9b708f775c17a,Pinned Actions and minimum permissions,G3A,P1,Implementer,"[""PREV7-0202""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Pinned Actions and minimum permissions,,,,,,,trading-optimizer-lab-org/aurora,[],,Pinned Actions and minimum permissions,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0206,sha256:934021269fccea4ddf91eb0eee411335eda844913eee723a9fb43ebc055c2435,"Dependabot, CodeQL, secret scanning and push-protection baseline",G3A,P1,Implementer,"[""PREV7-0202""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Dependabot, CodeQL, secret scanning and push-protection baseline",,,,,,,trading-optimizer-lab-org/aurora,[],,"Dependabot, CodeQL, secret scanning and push-protection baseline",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0207,sha256:4b9701bb3e89bd8196479ebf3a43eb7e5cd5c2eaeccaeef987b5861ab0805ffd,Stage-two protection and owner-approved automated environment checks,G3B,P0,Repository owner,"[""PREV7-0201"",""PREV7-0202"",""PREV7-0203""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Stage-two protection and owner-approved automated environment checks,,,,,,,trading-optimizer-lab-org/aurora,[],,Stage-two protection and owner-approved automated environment checks,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0208,sha256:2ae575a944735cce7a6f2a6695c938615a4422dbf6d5b06dc642ded26b2ba3b8,Verified GitHub preservation lease and restore procedure,G3B,P0,Repository owner,"[""PREV7-0201""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Verified GitHub preservation lease and restore procedure,,,,,,,trading-optimizer-lab-org/aurora,[],,Verified GitHub preservation lease and restore procedure,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0209,sha256:2e1440d482b1cd6f82476cc537e385e1a050226c414345554364140769b900e9,"Automated final-architecture threat checks, local-run guard digest/negative tests and zero unresolved critical/high risks accepted by the owner",G3B,P0,Repository owner,"[""PREV7-0201"",""PREV7-0202"",""PREV7-0205"",""PREV7-0604"",""PREV7-0608"",""PREV7-0609""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Automated final-architecture threat checks, local-run guard digest/negative tests and zero unresolved critical/high risks accepted by the owner",,,,,,,trading-optimizer-lab-org/aurora,[],,"Automated final-architecture threat checks, local-run guard digest/negative tests and zero unresolved critical/high risks accepted by the owner",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0210,sha256:cae8cad3a2d01d53543eec21fed8d4e233aa59de86210ebe0956ed0606c87f7c,"Exact source App installations and complete GitHub environment set authorized by the owner; destination-owned `gtbi-dependency-extract` remains an uninstalled keyless request until PREV7-0308, disposable repositories remain owner-created through the isolated-org ceremony and locked access stays disabled",G3A,P1,Repository owner,"[""PREV7-0204""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Exact source App installations and complete GitHub environment set authorized by the owner; destination-owned `gtbi-dependency-extract` remains an uninstalled keyless request until PREV7-0308, disposable repositories remain owner-created through the isolated-org ceremony and locked access stays disabled",,,,,,,trading-optimizer-lab-org/aurora,[],,"Exact source App installations and complete GitHub environment set authorized by the owner; destination-owned `gtbi-dependency-extract` remains an uninstalled keyless request until PREV7-0308, disposable repositories remain owner-created through the isolated-org ceremony and locked access stays disabled",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0301,sha256:fa5b20d97da7446c74e4c34dc4bf2118299d173816f9e188ea2e02b3628fdfd2,"Production asset, funded-retention and exact RPO/RTO policy finalized with recurring review owner and expiry",G2,P0,Repository owner,"[""PREV7-0006"",""PREV7-0101""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Production asset, funded-retention and exact RPO/RTO policy finalized with recurring review owner and expiry",,,,,,,trading-optimizer-lab-org/aurora,[],,"Production asset, funded-retention and exact RPO/RTO policy finalized with recurring review owner and expiry",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0302,sha256:eb4db60701b80a4d6c84a530012758b12af03e57a80753fc16204584c586cf9e,Versioned provider/data terms inventory plus repository-owner acceptance,G2,P0,Repository owner,"[""PREV7-0201"",""PREV7-0301""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Versioned provider/data terms inventory plus repository-owner acceptance,,,,,,,trading-optimizer-lab-org/aurora,[],,Versioned provider/data terms inventory plus repository-owner acceptance,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0303,sha256:d784dd517ba72c6ed9f67614a79a7566556d05d15f75e7b197bf78a346cc7d11,"Versioned transport-classified `scientific_asset_manifest_v1` schema, registered hash domain, lifecycle/nullability validator and immutable-wrapper fixtures",G2,P1,Implementer,"[""PREV7-0301""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Versioned transport-classified `scientific_asset_manifest_v1` schema, registered hash domain, lifecycle/nullability validator and immutable-wrapper fixtures",,,,,,,trading-optimizer-lab-org/aurora,[],,"Versioned transport-classified `scientific_asset_manifest_v1` schema, registered hash domain, lifecycle/nullability validator and immutable-wrapper fixtures",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0304,sha256:fdd5fd8aed6ef26d71ac53fbd444081e65268baf95bb1a9dc7e53b5bca7d4f40,Emergency V6 archive promoted to production policy,G2,P0,Implementer,"[""PREV7-0003"",""PREV7-0007"",""PREV7-0205"",""PREV7-0302"",""PREV7-0303""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Emergency V6 archive promoted to production policy,,,,,,,trading-optimizer-lab-org/aurora,[],,Emergency V6 archive promoted to production policy,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0305,sha256:100e87fe963e933b9c01a2aeb3f42d004d4f4a89a3e783228ef2b42bcfca4a13,Clean-runner restoration proof,G2,P0,Implementer,"[""PREV7-0304""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Clean-runner restoration proof,,,,,,,trading-optimizer-lab-org/aurora,[],,Clean-runner restoration proof,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
